Title,id,Samling,Nr,Titel,Dato,speaker_id,text,Date,doc_id,Name,Year,Parti,Period,.groups
Jens Rohde,20201_M8_referat,20201,8,"Referat af møde 8 den 30. oktober, 2020 kl. 10.00",30-10-2020,3534,": der er i hvert fald et ur, der er empirisk, og derfor skal jeg give ordet til ordføreren.",2020-10-30T14:57:00Z,2819,Jens Rohde,2020,Radikale Venstre,2019-,46
Jens Rohde,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,1253,: statsministeren. 114 torsdag den 8. oktober 2020 ,2020-10-08T22:21:00Z,282,Jens Rohde,2020,Radikale Venstre,2019-,46
Jens Joel,20201_M8_referat,20201,8,"Referat af møde 8 den 30. oktober, 2020 kl. 10.00",30-10-2020,3535,": nu er jeg jo selv bosiddende og valgt i aarhus, så jeg synes jo bestemt, at man altid skal kigge til aarhus og blive inspireret. men jeg tror nu, ordføreren gør de andre områder i landet lidt uret, hvis man siger, at det der med fordeling og fordelingsudvalg og det der med at snakke om, hvordan vi får ungdomsuddannelserne til at være i balance, kun er noget, man har gjort i aarhus. jeg har stadig væk ikke klarhed over, hvad det er, ordføreren synes er fortrædeligt i den mulighed for lokale elevfordelingsregler fra sidste år, og i, at man lokalt bliver enige om en fordeling af de",2020-10-30T14:57:00Z,2820,Jens Joel,2020,Socialdemokratiet,2019-,46
Jens Rohde,20201_M8_referat,20201,8,"Referat af møde 8 den 30. oktober, 2020 kl. 10.00",30-10-2020,3536,": tak til ordføreren. vi skal videre i ordførerrækken, og nu er det fru ellen trane nørby fra venstre. ordfører ",2020-10-30T14:57:00Z,2821,Jens Rohde,2020,Radikale Venstre,2019-,46
Ellen Trane Nørby,20201_M8_referat,20201,8,"Referat af møde 8 den 30. oktober, 2020 kl. 10.00",30-10-2020,3537,": tak for det, hr. formand. det lovforslag, som vi behandler i dag, , burde sådan set have været unødvendigt. for da vi stod og behandlede sidste efterår, lavede vi grundlæggende det samme lovforslag, men med en solnedgangsklausul efter 1 år, fordi vi havde aftalt, at vi skulle finde en ordentlig og langsigtet løsning på de udfordringer, der er med små institutioner i vores yderområder, som i høj grad er presset af, at ungeårgangene bliver mindre og mindre. i nogle dele af danmark står vi over for, at op mod hver tredje eller fjerde ung simpelt hen kommer til at forsvinde de næste par år. ikke fordi de forsvinder ud i den blå luft, men fordi der har været en meget stor fraflytning fra området, og fordi fødselstallet har været nedadgående, og fordi vi jo allerede ved, hvem det er, der kommer til at søge ind på ungdomsuddannelserne de næste par år de er født. derfor ved vi også, at den udfordring, vi står over for og som det lovforslag, vi behandler i dag, sådan set hverken gør til eller fra i forhold til er, at når vi kigger frem mod 2032, kommer vi til at mangle rundt regnet 25.000 elever eller det, der svarer til 900 gymnasieklasser. det betyder, at vi er nødt til at have et andet system omkring vores ungdomsuddannelser end det, vi kender i dag. og det er også derfor, vi fra venstres side kommer til at støtte det lovforslag, der hedder , i dag, fordi det grundlæggende bare skubber den solnedgangsklausul 1 år mere, i erkendelse af at der ikke er indgået en aftale på elevfordelingsområdet. det kan være, der er mange, der siger corona og vil bruge det som undskyldning. det ændrer ikke på, at fra venstres side ønsker vi en ny model, der både tager hånd om de små institutioner i yderområderne, men også tager et opgør med det, man med et grimt ord kalder ghettogymnasierne omkring vores store byer. og nej: venstre kommer ikke til at gå med til en model, som bryder med det frie valg på uddannelsesområdet. for det frie valg er helt fundamentalt for at få vores ungdomsuddannelser til også at være et aktivt valg for unge. det betyder noget, at man selv er med til at bestemme, hvor man skal tage sin ungdomsuddannelse. det betyder også, at vi ikke kan se os selv i de modeller, der er blevet lagt frem af elevfordelingsudvalgets ekspertudvalg, dvs. distriktsmodellen eller klyngemodellen. men det betyder ikke, at vi ikke tror på, at man kan lave en langsigtet model, som netop sikrer i en kombination mellem et nyt taxametersystem og et nyt fordelingssystem at vi fremover får lavet en holdbar model, der både sikrer et godt udbud af uddannelser i hele landet, og som kan være med til at understøtte et danmark i balance, så vi ikke har små institutioner, som bliver nødt til at lukke, med den konsekvens at der er unge mennesker, der får rigtig, rigtig langt til en uddannelse. og når man er opvokset i et yderområde, hvad jeg selv er, ved man, hvor langt der allerede i dag er, og hvis nogle af de små institutioner også kommer til at lukke, så ved man, at der bliver endnu længere. derfor er der en todelt opgave, når vi nu har vedtaget om at udskyde den her solnedgangsklausul med et ekstra år. og det er at få lavet en reel, langsigtet løsning, som bevarer det frie valg, men samtidig bevarer uddannelsesinstitutionerne i hele danmark, så vi har et danmark i balance og også få taget et opgør med de parallelsamfund, vi desværre ser også har udkrystalliseret sig omkring ungdomsuddannelserne omkring de store byer. fredag den 30. oktober 2020 det arbejde er i gang, og vi kommer til at lægge vores energi i, at det ikke kommer til at være nødvendigt at stå her igen om et år og flytte en solnedgangsklausul 1 år til. men det er også vigtigt at sige, at det ikke kommer til at være på bekostning af det frie valg. for så har vi ikke fundet en reel løsning på ungdomsuddannelsesområdet. tak for ordet.",2020-10-30T14:58:00Z,2822,Ellen Trane Nørby,2020,Venstre,2019-,46
Jens Rohde,20201_M8_referat,20201,8,"Referat af møde 8 den 30. oktober, 2020 kl. 10.00",30-10-2020,3538,: så er det fru mette thiesen.,2020-10-30T15:01:00Z,2823,Jens Rohde,2020,Radikale Venstre,2019-,46
Mette Thiesen,20201_M8_referat,20201,8,"Referat af møde 8 den 30. oktober, 2020 kl. 10.00",30-10-2020,3539,": tusind tak. jamen det lyder jo rigtig godt, hvad venstres ordfører siger. i hvert fald noget af det, nemlig det her med, at venstre går ind for det frie valg. det er bare ikke det, der er udmøntet i den aftale om de her lokale fordelingsudvalg, som venstre også er en del af. og nu vil jeg igen referere til de er dygtige elever fra niels brock og til, at de faktisk har sendt mig nogle rigtig kvalificerede spørgsmål, for det er jo dem, som det her påvirker. og en af de ting er jo, at man netop i aarhus lavede de her lokale omfordelingsregler, og omfordeling betød sådan set, at man afgav 40 elever fra de såkaldt udsatte boligområder til andre gymnasier i aarhus, mens viby gymnasium fik 40 andre elever ind. men det var kun 18 af eleverne, der blev på viby gymnasium over halvdelen ville væk. og det er, fordi de har stået på venteliste på andre gymnasier og så har taget pladsen, når der opstod en ledig plads. mener ordføreren for venstre egentlig, at sammenhængskraften bliver styrket af, at eleverne får klassekammerater, som i bund og grund ikke har lyst til at være der?",2020-10-30T15:01:00Z,2824,Mette Thiesen,2020,x - Nye Borgerlige,2019-,47
Pia Kjærsgaard,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,353,": tak for det, og tak til ordføreren. der er ikke flere, der har mulighed for at stille spørgsmål. og så er det den næste ordfører. hr. kristian thulesen dahl, dansk folkeparti, værsgo. ordfører ",2020-10-08T10:58:00Z,2825,Pia Kjærsgaard,2020,Dansk Folkeparti,2019-,47
Ellen Trane Nørby,20201_M8_referat,20201,8,"Referat af møde 8 den 30. oktober, 2020 kl. 10.00",30-10-2020,3541,": det er jo præcis derfor, vi skal have en langsigtet løsning, for ad hoc-løsninger har bl.a. også givet sig udtryk i aarhus, hvor ministeren intervenerede og oprettede et gymnasietilbud på dollerupvej, selv om der ikke var elever til det, og hvor vi har en diskussion om, at både det, der tidligere hed langkær gymnasium og nu er en del af aarhus tech, og viby gymnasium er institutioner, som er udfordret. det ændrer ikke på, at der altid også inden for det eksisterende fordelingssystem og det frie valg, vi har i dag har været institutioner, der er overansøgte, og institutioner, der har været underansøgte. og derfor er det også naivt at tro, at der vil være kapacitet til, at man bare fuldstændig underkender, at der er behov for nogen former for fordelingsmekanismer. det er der i dag, det var der også for 10 år siden, og det vil der også være fremadrettet. men det er nødt til at være nogle bedre løsninger end dem, vi bl.a. har set omkring aarhus, men også den mangel på løsninger, vi bl.a. ser på den københavnske vestegn, og som betyder, at vi har fået nogle institutioner, som er blevet enormt polariseret, og som grundlæggende næsten kun består af elever med en anden etnisk baggrund og dermed er med til at forstærke billedet af parallelsamfund i danmark. og det nytter ikke noget, og det er sådan set derfor, vi ønsker en langsigtet aftale, som står oven på det frie valg og elevernes ret til at vælge den uddannelse, der er rigtig for dem.",2020-10-30T15:02:00Z,2827,Ellen Trane Nørby,2020,Venstre,2019-,47
Jens Rohde,20201_M8_referat,20201,8,"Referat af møde 8 den 30. oktober, 2020 kl. 10.00",30-10-2020,3542,: fru mette thiesen. 53,2020-10-30T15:04:00Z,2828,Jens Rohde,2020,Radikale Venstre,2019-,47
Mette Thiesen,20201_M8_referat,20201,8,"Referat af møde 8 den 30. oktober, 2020 kl. 10.00",30-10-2020,3543,": igen vil jeg sige: det lyder jo rigtig godt med det frie valg, når venstre siger det, men det er bare ikke det, som venstre så gør. for f.eks. den her aftale, som venstre så går ind for at forlænge, altså den her aftale om de her lokale fordelingsudvalg, gør jo netop, at man gør op med det fire valg: den gør jo netop, at man fratager nogle af de her elever det frie valg til også at vælge de her ghettogymnasier fra. for i det frie valg ligger altså også det, at man kan vælge noget fra, og jeg synes, det er en meget mærkelig holdning at have som et liberalt parti, at man går ind for, at nogle børn skal tvinges ind på et indvandrergymnasium, og at nogle af de her uopdragne indvandrerdrenge for at sige det, som der er som måske aldrig nogen sinde skulle have været i gymnasiet, så bliver tvunget over på et velfungerende gymnasium. mener venstre reelt set, at det er den rigtige vej at gå? og hvad bygger venstre det på?",2020-10-30T15:04:00Z,2829,Mette Thiesen,2020,x - Nye Borgerlige,2019-,47
Mette Frederiksen,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,1254,": altså, vi taler om, hvornår vi skal have balance igen. stien derhen har vi allerede lagt frem i forbindelse med vores finanslovsforslag. det afgørende er i øvrigt også, hvad det er, vi bruger den ekspansive finanspolitik til. og så er det helt rigtigt, at vi har behov for i fællesskab at sikre, at der er et råderum til de nødvendige klimainve‐ steringer, men jeg håber også, at vi stadig er enige om, at der skal være et råderum til vores velfærdssamfund. for klimaet er vigtigt, og der blev givet et klart grønt mandat, men jeg mener også, at folketingsvalget sidste år også var et vel‐ færdsvalg. os, der i dag udgør flertallet her på christiansborg, fik også et mandat af den danske befolkning til at begynde at rette op på nogle af de udfordringer, der er i vores velfærdssamfund.",2020-10-08T22:22:00Z,283,Mette Frederiksen,2020,Socialdemokratiet,2019-,47
Ellen Trane Nørby,20201_M8_referat,20201,8,"Referat af møde 8 den 30. oktober, 2020 kl. 10.00",30-10-2020,3545,": det, der er virkeligheden, er jo, at fru mette thiesen og nye borgerlige har meldt sig ud af forhandlingerne om, hvordan man får taget et opgør med de parallelsamfund, der er, og med de ghettogymnasier, der desværre er forskellige steder i landet. det er sådan set lige præcis derfor, vi er gået ind i et forhandlingslokale det er, fordi vi både skal have sikret, at de institutioner ikke består af en majoritet af unge med ikkevestlig baggrund, som grundlæggende ikke møder det danske samfund og får danske venner på deres ungdomsuddannelse. men opgaven består også i at sikre, at der er ungdomsuddannelser over hele landet, og der er det sådan, at der rigtig mange steder er en fordelingsmekanisme, der grundlæggende handler om at sikre, at de 80 pct., der er tilbage i et område, ikke lige pludselig står helt uden et uddannelsestilbud, fordi der er 20 pct., der søger ind til den nærmeste storby. og de balancer skal der også tages hånd om inden for respekten af det frie valg.",2020-10-30T15:04:00Z,2831,Ellen Trane Nørby,2020,Venstre,2019-,47
Jens Rohde,20201_M8_referat,20201,8,"Referat af møde 8 den 30. oktober, 2020 kl. 10.00",30-10-2020,3546,: tak til fru ellen trane nørby fra venstre. vi skal videre i ordførerrækken med fru marie krarup fra dansk folkeparti. ordfører ,2020-10-30T15:05:00Z,2832,Jens Rohde,2020,Radikale Venstre,2019-,47
Marie Krarup,20201_M8_referat,20201,8,"Referat af møde 8 den 30. oktober, 2020 kl. 10.00",30-10-2020,3547,": tak for ordet. i dansk folkeparti er vi grundlæggende imod kvoter for elever på forskellige gymnasier. vi synes også, at den lov, som blev vedtaget sidste år den her nødløsningslov, der skulle fylde et hul var dårlig, men vi gik med til den, fordi vi kunne se, at det var nødvendigt med en midlertidig løsning, altså at en dårlig løsning var bedre end ingen løsning. men nu er vi kommet dertil, hvor vi synes, det er svært at blive ved med at sige ja til en dårlig løsning, for vi risikerer, at det bliver en sovepude: at det bliver en risiko for, at vi så ikke får en vedvarende og god løsning. så derfor ser vi det som et problem at skulle støtte den her ordning, som vi ikke på noget tidspunkt har ment var den rigtige. det, som vi mener er det rigtige, er at lave en løsning, som varer i lang tid, som kan beskytte de små landdistriktsgymnasier, og som kan stoppe den trafik, vi har i nogle byer, hvor vi ser mellemøstlige elever, muslimske elever, rejse forbi det ene gymnasium efter det andet for at samles på ét gymnasium, hvorefter alle danskere forlader 54 fredag den 30. oktober 2020 gymnasiet og gymnasiet så risikerer at bryde sammen, fordi der ikke er nok ansøgere. det er jo det, vi så ske på langkaer gymnasium, og det ønsker vi ikke skal ske andre steder. vi ønsker at bevare gymnasiestrukturen. derfor har vi for lang tid siden fremlagt et forslag om distriktsgymnasier, hvor man sørger for, at eleverne kan få den uddannelse, de vil have, men ikke i alle tilfælde kan få lov til at bestemme, hvilken institution de vil gå på kun i det tilfælde, hvor det er nødvendigt at søge længere væk for at få lige præcis den uddannelse, man ønsker. det vil sikre, at man ikke som muslimsk elev kan rejse forbi det ene gymnasium efter det andet for at komme frem til et bestemt gymnasium, som så kan blive domineret af en mellemøstlig kultur, hvilket vil gøre, at de danske elever ikke ønsker at være der, hvorefter gymnasiet så mister sit indtægtsgrundlag og man altså mister en del af gymnasiestrukturen. så for at bevare den danske gymnasiestruktur er vi nødt til at lave et langsigtet system. som sagt har vi foreslået distriktsgymnasier, og vi ser meget frem til, at der bliver indkaldt til forhandlinger, hvor vi kan tale videre om det og forhåbentlig meget snart finde en langsigtet løsning. men vi ser det som et meget stort problem at skulle blive ved med at støtte nogle ordninger, som vi aldrig nogen sinde rigtig har brudt os om. tak for ordet.",2020-10-30T15:05:00Z,2833,Marie Krarup,2020,Dansk Folkeparti,2019-,47
Jens Rohde,20201_M8_referat,20201,8,"Referat af møde 8 den 30. oktober, 2020 kl. 10.00",30-10-2020,3548,": fru mette thiesen. måske at få en dårlig oplevelse og en dårlig uddannelse dem skal vi beskytte. desuden vil jeg sige ... nå, jeg kan se på uret, at jeg ikke kan nå videre her.",2020-10-30T15:08:00Z,2834,Jens Rohde,2020,Radikale Venstre,2019-,47
Mette Thiesen,20201_M8_referat,20201,8,"Referat af møde 8 den 30. oktober, 2020 kl. 10.00",30-10-2020,3549,": tusind tak. og tak til fru marie krarup. det, som fru marie krarup siger at dansk folkeparti ønsker, er jo principielt et opgør med det frie valg, hvis man skal lave de her distrikter. da jeg talte med eleverne på niels brock, var der faktisk en ung mand, der fortalte, at han netop boede i et område med et af de her ghettogymnasier, og at han gerne ville have en ordentlig uddannelse. han var ambitiøs, han var handlekraftig, og derfor havde han søgt noget længere væk for at få et gymnasium, hvor det faglige niveau var i orden, og hvor man ikke blev forstyrret af alle det her som jeg sagde før uopdragne indvandrerdrenge. den historie gjorde rigtig stort indtryk på mig, og det er sådan set det, jeg kan høre dansk folkeparti vil gøre op med. mener dansk folkeparti virkelig, at vi skal have et opgør med det frie valg på gymnasieområdet?",2020-10-30T15:08:00Z,2835,Mette Thiesen,2020,x - Nye Borgerlige,2019-,47
Kristian Thulesen Dahl,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,354,": tak til statsministeren for talen i tirsdags. det var godt, at vi kunne afholde en værdig åbning af folketingsåret, som vi gjorde i tirsdags, trods coronavirus, som jo stadig væk hærger i vores samfund, med deltagelse af kongefamilien, som jo også har måttet gå glip af nogle festligheder i foråret. høj som lav har måttet bøde for, at vi har en virus blandt os, som vi skal tage hensyn til. og netop corona spillede jo selvsagt en stor rolle i statsministerens tale. derfor vil jeg også starte min tale med at komme ind på coronaen. vi skal en tur til fredericia. det er lørdag den 26. september. klokken er 17.17. politiet møder frem og fortæller de 270 deltagere og 30-40 hjælpere på kfum-spejdernes landsmøde, at deres møde er slut. efter en juridisk granskning er spejderne ikke omfattet af kriterierne for en såkaldt meningsbefordrende aktivitet, som ellers ikke er omfattet af myndighedernes restriktioner. det kom som en overraskelse for spejderne. de havde ellers overholdt alle retnings‐ linjer: de sad ned, der var god afstand, og der var ingen sang. myn‐ dighederne var sågar forlods blevet kontaktet for netop at sikre, at alle retningslinjer blev overholdt. men spejderne havde ikke kunnet tage højde for, at regeringen dagen forinden, fredag kl. 17.00, på et pressemøde havde annonceret nye skærpede retningslinjer, og at granskningen af netop disse nye retningslinjer satte en stopper for spejdernes møde. på samme måde var mange andre i en kaotisk situ‐ ation, hvor der skulle aflyses gæster til bryllupper, til konfirmationer osv. med få timers varsel. vi skal bekæmpe corona. vi skal passe på hinanden. vi er i dansk folkeparti helt klar på, at situationen kræver restriktioner, men de skal også være afpasset, og de skal kunne fungere i den virkelige verden. lige nu, mens vi har gang i åbningsdebatten, er der 150 minkfarme, som er ved at blive lukket i nordjylland. op mod 1 million mink bliver aflivet. der er syge dyr, ja, men der er også minkfarme med raske dyr. i en radius på 7,8 km afliver man alle dyr, altså en radius af der, hvor der er smitte. er det fornuftigt? det er en meget dyr omgang, og det, man foretager sig, skal jo være proportionelt og rationelt. regeringen lovede i foråret inddragelse af folketinget i håndte‐ ringen af corona, men mere og mere har regeringen taget beslut‐ ningerne selv. det har betydet, at der er mindre forudsigelighed i restriktionerne. det har betydet, at der er mere usikkerhed og mere uklarhed over, hvad der gælder, og hvorfor. derfor skal vi have nye retningslinjer for håndteringen af corona. vi skal have større indsigt, torsdag den 8. oktober 2020 og vi skal have større medindflydelse, så vi kan gøre netop det, statsministeren talte om i tirsdags: løse udfordringen med covid-19 i fællesskab. og det skal folketinget sikre, når vi reviderer epidemilo‐ ven. statsministeren talte også meget om udlændingepolitik, og det blev jeg jo selvsagt rigtig glad for. er der ét område, der er afgøren‐ de vigtigt for danmarks fremtid, er det netop udlændingepolitik. nu sad jeg i tirsdags her i salen på næsten den samme plads, som jeg havde tilbage . dengang hed socialdemokratiets formand ikke fru mette frederiksen, men hr. poul nyrup rasmussen. dengang hed det fra socialdemokratiets formand til os i dansk folkeparti, som sad lige dernede på pladserne: stuerene, det bliver i aldrig.« i tirsdags hed det, at mange af de problemer, som vi står med i dag, desværre rækker langt tilbage. og statsministeren sagde videre: fortidens udlændingepolitik var en fejl. så enkelt kan det siges.« jeg er langt gladere for ordene i tirsdags end for ordene tilbage i 1999. men ordene forpligter også, og det kan være fint med opholds‐ forbud og fjernelse af statussymboler for utilpassede unge med uden‐ landsk baggrund, men vi må ikke nøjes med at flytte problemerne rundt i landet: vi skal også løse dem. derfor bliver jeg bekymret, når danske myndigheder eksempelvis tildeler imamer autoritet. når man forsøger at løse konkrete problemer gennem imamer imamer, som fastholder parallelsamfund, og som eksempelvis fastsætter regler for kvinders ret til skilsmisse, som vi har set det i odense og når man giver imamer autoritet, medvirker man til parallelsamfund og undergravelse af danske værdier, og det, uanset om det handler om, hvordan man skal tackle de utilpassede unge, eller det handler om, hvordan man bekæmper coronavirus. for at løse problemerne skal vi også forstå, at der er et reelt kultursammenstød i gang i vort land. det er et kultursammenstød mellem det danmark, som har været, og som stadig er i store dele af landet, og så det danmark, som i større og større omfang er beboet af indvandrere indvandrere primært fra mellemøstlige lande. det er altså et kultursammenstød mellem den danske kultur fostret af den kristne kulturarv og folk med primært muslimsk baggrund, som er kommet til danmark primært fra mellemøsten og nordafrika. statsministeren nævner, at hver femte unge mand med ikkevestlig baggrund, som blev født , havde overtrådt straffeloven, inden han fyldte 21 år. det er skræmmende. og videre sagde statsmini‐ steren, at i særlig udsatte boligområder udgør 1 pct. af beboerne næsten halvdelen af kriminaliteten, når man vægter kriminalitetens alvorsgrad. det er godt, at statsministeren kommer ind på de her forhold, men det må ikke stoppe der. for områder i danmark ændrer karakter, når vi går fra, at området har været præget af danskere med den kulturbaggrund, vi har, og så overvejende bliver befolket af indvandrere fra primært muslimske lande så ændrer danmark karakter. derfor skal den her debat også handle om den befolkningsæn‐ dring, der løbende sker. pew research center har tidligere analy‐ seret befolkningsudviklingen og vurderet, at andelen af folk med muslimsk baggrund i danmark vil fortsætte med at vokse frem mod 2050, så ca. 12 pct. af befolkningen på det tidspunkt vil være med muslimsk baggrund, 700.000-800.000. det er det her, der vil fortsæt‐ te den grundlæggende ændring af danmark. det er det her, vi skal have fat på. vi har fået antallet af nytilkomne til danmark ned. vi har lavet mange stramninger: nogle bliver fastholdt, andre ruller re‐ geringen tilbage. men mest af alt er den hjemsendelsesstrategi, som vi fik igennem med finansloven for 2019, vigtig at få gennemført i praksis, og jeg vil gerne have statsministerens bud på, her senere i dag, hvordan hun vil sikre netop det. ældreområdet er et andet særlig vigtigt område, vi også skal ind på i dag. det er et kerneområde for vores velfærdssamfund. ældre, som ikke kan klare sig selv, skal have en værdig omsorg. vi skal 23 ikke risikere det, som vi bl.a. har set i tv hen over sommeren. det er et område, der skal have højprioritet. mange kommuner vil opleve en fordobling af antallet af 80 -årige over de kommende år, og selv om mange gudskelov kan klare sig selv, vil mange også have behov for hjælp. derfor har vi i dansk folkeparti foreslået en plejehjems‐ garanti. vi har foreslået at få gjort op med brodne kar i ældreplejen, så de mange dygtige medarbejdere ikke skal slås i hartkorn med dem, der slet ikke bør arbejde i ældreplejen. men spørgsmålet er jo, om regeringen har viljen til at gøre det, der skal til for at sikre ældreområdet. vi har set, at regeringen i de her år har travlt med at indføre minimumsstandarder på børneområ‐ det. det kan jo være fint nok. men hvorfor så ikke også minimums‐ standarder på ældreområdet? risikoen er jo, at minimumsstandarder på børneområdet, hvis kommunerne ikke føler sig fuldt kompenseret til det, de skal, så gennemføres, ved at man tager penge fra ældreom‐ rådet og putter over på børneområdet. det duer ikke. derfor er et spørgsmål til statsministeren: vil regeringen være med til at indføre minimumsstandarder på ældreområdet, så der bliver en bund for, hvad kommunerne skal levere af hjælp til de ældre? statsministeren havde i øvrigt en stor nyhed i tirsdags: 10 mia. kr. i et nyt grønt råderum: 2 mia. kr. hvert år frem til 2025. det lyder jo af meget, men det er lånte penge, man sætter af og bryster sig af. statsministeren sagde ellers, at det ikke er fremsynet at efterlade regningen på kollegieværelset, og det er jo rigtigt, men derfor skal vi også være varsomme, når vi bruger løs af lånte penge, for som de fleste danskere godt ved, skal de betales tilbage. derfor skal vi også holde fast i, når vi laver den grønne omstilling, som vi skal lave, hvordan vi får mest for pengene, hvordan vi sikrer, at de penge, danskerne betaler hvert eneste år til den omstilling, der skal komme, rækker længst. endelig vil jeg, når nu statsministeren ikke kom så meget ind på eu i sin tale i tirsdags, minde danskerne om, at statsministeren, jeg tror, det var den 17. juli påførte danmark en ekstraregning på 4,5 mia. kr. om året i eu-kontingent, sagde ja til, at eu kan lånefinan‐ siere, jeg tror, det er for 5.600 mia. kr., hvoraf cirka halvdelen skal gives som gave til specielt sydeuropa. det var noget statsministeren, da vi mødtes før sommeren, var meget imod, men hen over somme‐ ren så alligevel har sagt ja til. det synes vi er dybt beklageligt, og jeg håber også, det kan blive en del af debatten her ved åbningsdebatten i dag. tak for ordet.",2020-10-08T10:58:00Z,2836,Kristian Thulesen Dahl,2020,Dansk Folkeparti,2019-,47
Jens Rohde,20201_M8_referat,20201,8,"Referat af møde 8 den 30. oktober, 2020 kl. 10.00",30-10-2020,3550,: ordføreren. : fru marie krarup.,2020-10-30T15:09:00Z,2837,Jens Rohde,2020,Radikale Venstre,2019-,47
Marie Krarup,20201_M8_referat,20201,8,"Referat af møde 8 den 30. oktober, 2020 kl. 10.00",30-10-2020,3551,": altså, når jeg hører ordførerens mange spørgsmål her i folketingssalen i dag, sætter jeg spørgsmålstegn ved, om ordføreren egentlig har forstået, hvad det drejer sig om. det drejer sig jo om, at vi forsøger at bevare en gymnasiestruktur i danmark. synes ordføreren, at det er en god idé, at muslimske elever rejser forbi en lang række gymnasier for at samles på ét gymnasium, så man kan sikre sig, at der bliver en dominerende mellemøstlig kultur, hvorefter de elever, der bor i området, bliver påtvunget den mellemøstlig kultur? mener ordføreren virkelig, det er en god idé? det er det jo ikke. altså, vi er jo nødt til at lave gymnasiestrukturen på en måde, så vi ikke får nogen gymnasier, som bryder sammen. f.eks. i hvidovre er der ca. 60 pct. indvandrere på gymnasiet, mens der i området kun er 20 pct. det vil sige, at folk flokkes på et gymnasium, fordi de ønsker en mellemøstlig kultur. det skal vi sætte en stopper for det, fordi de danske elever flygter dem, der har ressourcer til det. dem, der ikke har ressourcer til det, bliver siddende og risikerer",2020-10-30T15:09:00Z,2838,Marie Krarup,2020,Dansk Folkeparti,2019-,47
Jens Rohde,20201_M8_referat,20201,8,"Referat af møde 8 den 30. oktober, 2020 kl. 10.00",30-10-2020,3552,: tak siger vi til fru marie krarup. så er det fru kathrine olldag fra radikale venstre. : men så har fru mette thiesen så muligheden for at stille et spørgsmål igen.,2020-10-30T15:09:00Z,2839,Jens Rohde,2020,Radikale Venstre,2019-,47
Jens Rohde,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,1255,: så er det fru pia olsen dyhr. : fru sofie carsten nielsen. : fru pia olsen dyhr.,2020-10-08T22:23:00Z,284,Jens Rohde,2020,Radikale Venstre,2019-,47
Mette Thiesen,20201_M8_referat,20201,8,"Referat af møde 8 den 30. oktober, 2020 kl. 10.00",30-10-2020,3553,": det er bare ikke det, man gør med det forslag, som fru marie krarup kommer med. det, man gør med det forslag, er, at man tvinger danske elever til at gå på de her ghettogymnasier, for hvis man laver en distriktsmodel, lukker man dem jo inde i det område. for nye borgerlige er det frie valg rigtig vigtigt, og det frie valg ligger i både at kunne vælge til, men så sandelig også at kunne vælge fra. så kan man vælge de gymnasier fra, hvor der er en klar overrepræsentation af ikkevestlige indvandrere, og så kan man vælge dem til, hvor man ved det faglige niveau osv. er i orden. men vi er altid klar til at forhandle om, at man skal sætte niveauet op og alt muligt andet, for gymnasiet er ikke for alle. det har der desværre været en tendens til at man har troet igennem rigtig mange år, men den distriktsmodel, som fru marie krarup lægger op til, vil desværre ende med at straffe og ikke gavne danske elever.",2020-10-30T15:11:00Z,2840,Mette Thiesen,2020,x - Nye Borgerlige,2019-,47
Marie Krarup,20201_M8_referat,20201,8,"Referat af møde 8 den 30. oktober, 2020 kl. 10.00",30-10-2020,3554,": men det har ordføreren så fuldstændig misforstået: ordføreren har åbenbart ikke sat sig ind i tingene. for det er jo ikke det, det drejer sig om. det, det drejer sig om, er, at det frie gymnasievalg bliver brugt til, at muslimske elever rejser forbi rigtig mange gymnasier for at samles på ét gymnasium, hvor vi så kan få en mellemøstlig dominans, sådan at det går ud over de danske elever. så det er simpelt hen ikke rigtigt, hvad der bliver sagt. de færreste muslimsk dominerede gymnasier ligger i områder, hvor der er en mellemøstlig eller muslimsk dominans. så det er ikke rigtigt. man kan i høj grad styrke gymnasiestrukturen ved at sige, at man skal vælge det gymnasium, der ligger i nærheden, for de såkaldte ghettogymnasier er ikke muslimsk dominerede, fordi de ligger i ghettoer. det er ikke sådan, det hænger sammen.",2020-10-30T15:11:00Z,2841,Marie Krarup,2020,Dansk Folkeparti,2019-,47
